Consumer ID,Order ID,Month,Year,Period,Total order value,Discount,Line Value (net discount),Line SKU Production Cost,Line Category,Line SKU,Average Time between Purchases
45503019,45503019A,10,2019,10/1/2019,383 €,0 €,383 €,123 €,Apparel,APP1,
45503119,45503119A,10,2019,10/1/2019,172 €,0 €,172 €,65 €,Small leather goods,SMA2,
45503219,45503219A,10,2019,10/1/2019,210 €,0 €,210 €,38 €,Fragrances,FRA2,
45503319,45503319A,10,2019,10/1/2019,192 €,0 €,192 €,35 €,Fragrances,FRA1,
45503419,45503419A,10,2019,10/1/2019,313 €,0 €,313 €,94 €,Accessories,ACC4,
45503519,45503519A,10,2019,10/1/2019,313 €,0 €,313 €,94 €,Accessories,ACC4,
45503619,45503619A,10,2019,10/1/2019,258 €,0 €,258 €,72 €,Accessories,ACC2,
45503719,45503719A,10,2019,10/1/2019,474 €,0 €,474 €,175 €,Mini bags,MIN9,
45503819,45503819A,10,2019,10/1/2019,"1,086 €",0 €,"1,086 €",293 €,Mini bags,MIN4,
45503919,45503919A,10,2019,10/1/2019,"1,101 €",0 €,"1,101 €",396 €,Bags,BAG1,
45504019,45504019A,9,2019,9/1/2019,345 €,0 €,345 €,107 €,Apparel,APP2,
45504119,45504119A,9,2019,9/1/2019,168 €,0 €,168 €,76 €,Small leather goods,SMA1,
45504219,45504219A,9,2019,9/1/2019,220 €,0 €,220 €,40 €,Fragrances,FRA4,
45509819,45509819A,9,2019,9/1/2019,"1,576 €",0 €,"1,576 €",520 €,Bags,BAG3,
45509919,45509919A,9,2019,9/1/2019,636 €,0 €,636 €,216 €,Boots,BOO3,
45010119,45010119A,9,2019,9/1/2019,488 €,0 €,488 €,156 €,Sandals,SAN4,
45010219,45010219A,9,2019,9/1/2019,228 €,0 €,228 €,80 €,Sneakers,SNE4,
45010319,45010319A,9,2019,9/1/2019,447 €,0 €,447 €,156 €,Apparel,APP3,
45010419,45010419A,9,2019,9/1/2019,383 €,0 €,383 €,123 €,Apparel,APP1,
45010519,45010519A,9,2019,9/1/2019,447 €,0 €,447 €,156 €,Apparel,APP3,
45011119,45011119A,9,2019,9/1/2019,506 €,0 €,506 €,147 €,Sandals,SAN12,
45011219,45011219A,9,2019,9/1/2019,284 €,0 €,284 €,77 €,Sneakers,SNE14,
45011319,45011319A,9,2019,9/1/2019,345 €,0 €,345 €,107 €,Apparel,APP2,
45011419,45011419A,9,2019,9/1/2019,345 €,0 €,345 €,107 €,Apparel,APP2,
45011519,45011519A,9,2019,9/1/2019,168 €,0 €,168 €,76 €,Small leather goods,SMA1,
45011619,45011619A,9,2019,9/1/2019,168 €,0 €,168 €,76 €,Small leather goods,SMA1,
45012019,45012019A,9,2019,9/1/2019,539 €,0 €,539 €,156 €,Sandals,SAN2,
45012119,45012119A,9,2019,9/1/2019,278 €,0 €,278 €,89 €,Sneakers,SNE10,
45012219,45012219A,9,2019,9/1/2019,447 €,0 €,447 €,156 €,Apparel,APP3,
45020119,45020119A,9,2019,9/1/2019,538 €,0 €,538 €,145 €,Sandals,SAN10,
45020219,45020219A,9,2019,9/1/2019,267 €,0 €,267 €,91 €,Sneakers,SNE6,
45020319,45020319A,9,2019,9/1/2019,345 €,0 €,345 €,107 €,Apparel,APP2,
45020419,45020419A,9,2019,9/1/2019,383 €,0 €,383 €,123 €,Apparel,APP1,
45020519,45020519A,9,2019,9/1/2019,168 €,0 €,168 €,25 €,Small leather goods,SMA4,
45021119,45021119A,9,2019,9/1/2019,478 €,0 €,478 €,120 €,Sandals,SAN8,
45021219,45021219A,9,2019,9/1/2019,278 €,0 €,278 €,89 €,Sneakers,SNE10,
45021319,45021319A,9,2019,9/1/2019,383 €,0 €,383 €,123 €,Apparel,APP1,
45022119,45022119A,9,2019,9/1/2019,172 €,0 €,172 €,65 €,Small leather goods,SMA2,
45022219,45022219A,9,2019,9/1/2019,144 €,0 €,144 €,66 €,Small leather goods,SMA3,
45022319,45022319A,9,2019,9/1/2019,172 €,0 €,172 €,65 €,Small leather goods,SMA2,
45023119,45023119A,9,2019,9/1/2019,284 €,0 €,284 €,77 €,Sneakers,SNE14,
45030119,45030119A,9,2019,9/1/2019,488 €,0 €,488 €,156 €,Sandals,SAN4,
45030319,45030319A,9,2019,9/1/2019,295 €,0 €,295 €,97 €,Sneakers,SNE7,
45030419,45030419A,9,2019,9/1/2019,345 €,0 €,345 €,107 €,Apparel,APP2,
45030519,45030519A,9,2019,9/1/2019,172 €,0 €,172 €,65 €,Small leather goods,SMA2,
45040119,45040119A,9,2019,9/1/2019,283 €,0 €,283 €,82 €,Sneakers,SNE12,
45040219,45040219A,9,2019,9/1/2019,383 €,0 €,383 €,123 €,Apparel,APP1,
45040319,45040319A,9,2019,9/1/2019,144 €,0 €,144 €,66 €,Small leather goods,SMA3,
45040419,45040419A,9,2019,9/1/2019,168 €,0 €,168 €,76 €,Small leather goods,SMA1,
45040819,45040819A,9,2019,9/1/2019,220 €,0 €,220 €,40 €,Fragrances,FRA4,
45040919,45040919A,9,2019,9/1/2019,220 €,0 €,220 €,40 €,Fragrances,FRA4,
45041019,45041019A,9,2019,9/1/2019,295 €,0 €,295 €,97 €,Sneakers,SNE7,
45041119,45041119A,9,2019,9/1/2019,383 €,0 €,383 €,123 €,Apparel,APP1,
45041219,45041219A,9,2019,9/1/2019,144 €,0 €,144 €,66 €,Small leather goods,SMA3,
45041319,45041319A,9,2019,9/1/2019,172 €,0 €,172 €,65 €,Small leather goods,SMA2,
45041419,45041419A,9,2019,9/1/2019,240 €,0 €,240 €,43 €,Fragrances,FRA5,
45042119,45042119A,9,2019,9/1/2019,240 €,0 €,240 €,43 €,Fragrances,FRA5,
45042219,45042219A,9,2019,9/1/2019,220 €,0 €,220 €,40 €,Fragrances,FRA4,
45042319,45042319A,9,2019,9/1/2019,220 €,0 €,220 €,40 €,Fragrances,FRA4,
45043119,45043119A,9,2019,9/1/2019,240 €,0 €,240 €,43 €,Fragrances,FRA5,
45043219,45043219A,9,2019,9/1/2019,240 €,0 €,240 €,43 €,Fragrances,FRA5,
45043319,45043319A,9,2019,9/1/2019,192 €,0 €,192 €,35 €,Fragrances,FRA1,
45048819,45048819A,9,2019,9/1/2019,990 €,0 €,990 €,317 €,Mini bags,MIN6,
45050119,45050119A,9,2019,9/1/2019,283 €,0 €,283 €,82 €,Sneakers,SNE12,
45050219,45050219A,9,2019,9/1/2019,383 €,0 €,383 €,123 €,Apparel,APP1,
45050319,45050319A,9,2019,9/1/2019,172 €,0 €,172 €,65 €,Small leather goods,SMA2,
45050419,45050419A,9,2019,9/1/2019,210 €,0 €,210 €,38 €,Fragrances,FRA2,
45050519,45050519A,9,2019,9/1/2019,240 €,0 €,240 €,43 €,Fragrances,FRA5,
45050619,45050619A,9,2019,9/1/2019,192 €,0 €,192 €,35 €,Fragrances,FRA1,
45050719,45050719A,9,2019,9/1/2019,255 €,0 €,255 €,66 €,Accessories,ACC1,
45060119,45060119A,9,2019,9/1/2019,383 €,0 €,383 €,123 €,Apparel,APP1,
45060319,45060319A,9,2019,9/1/2019,168 €,0 €,168 €,25 €,Small leather goods,SMA4,
45060419,45060419A,9,2019,9/1/2019,220 €,0 €,220 €,40 €,Fragrances,FRA4,
45060519,45060519A,9,2019,9/1/2019,210 €,0 €,210 €,38 €,Fragrances,FRA2,
45070119,45070119A,9,2019,9/1/2019,345 €,0 €,345 €,107 €,Apparel,APP2,
45070219,45070219A,9,2019,9/1/2019,172 €,0 €,172 €,65 €,Small leather goods,SMA2,
45070319,45070319A,9,2019,9/1/2019,205 €,0 €,205 €,37 €,Fragrances,FRA3,
45070419,45070419A,9,2019,9/1/2019,205 €,0 €,205 €,37 €,Fragrances,FRA3,
45070519,45070519A,9,2019,9/1/2019,255 €,0 €,255 €,66 €,Accessories,ACC1,
45070619,45070619A,9,2019,9/1/2019,313 €,0 €,313 €,94 €,Accessories,ACC4,
45070719,45070719A,9,2019,9/1/2019,313 €,0 €,313 €,94 €,Accessories,ACC4,
45070819,45070819A,9,2019,9/1/2019,889 €,0 €,889 €,222 €,Mini bags,MIN2,
45070919,45070919A,9,2019,9/1/2019,889 €,0 €,889 €,222 €,Mini bags,MIN2,
45071019,45071019A,9,2019,9/1/2019,447 €,0 €,447 €,156 €,Apparel,APP3,
45200119,45200119A,9,2019,9/1/2019,538 €,0 €,538 €,145 €,Sandals,SAN10,
45200219,45200219A,10,2019,10/1/2019,293 €,59 €,234 €,91 €,Sneakers,SNE9,
45200319,45200319A,10,2019,10/1/2019,383 €,77 €,306 €,123 €,Apparel,APP1,
45200419,45200419A,10,2019,10/1/2019,383 €,77 €,306 €,123 €,Apparel,APP1,
45200519,45200519A,10,2019,10/1/2019,168 €,34 €,134 €,76 €,Small leather goods,SMA1,
45200619,45200619A,10,2019,10/1/2019,168 €,34 €,134 €,25 €,Small leather goods,SMA4,
45200719,45200719A,10,2019,10/1/2019,205 €,41 €,164 €,37 €,Fragrances,FRA3,
45200819,45200819A,10,2019,10/1/2019,240 €,48 €,192 €,43 €,Fragrances,FRA5,
45200919,45200919A,10,2019,10/1/2019,240 €,48 €,192 €,43 €,Fragrances,FRA5,
45201019,45201019A,10,2019,10/1/2019,538 €,108 €,430 €,129 €,Sandals,SAN11,
45201119,45201119A,10,2019,10/1/2019,317 €,63 €,254 €,98 €,Sneakers,SNE13,
45201219,45201219A,10,2019,10/1/2019,447 €,89 €,358 €,156 €,Apparel,APP3,
45201319,45201319A,10,2019,10/1/2019,383 €,77 €,306 €,123 €,Apparel,APP1,
45201419,45201419A,10,2019,10/1/2019,168 €,34 €,134 €,25 €,Small leather goods,SMA4,
45201519,45201519A,10,2019,10/1/2019,144 €,29 €,115 €,66 €,Small leather goods,SMA3,
45201619,45201619A,10,2019,10/1/2019,220 €,44 €,176 €,40 €,Fragrances,FRA4,
45201719,45201719A,10,2019,10/1/2019,210 €,42 €,168 €,38 €,Fragrances,FRA2,
45201819,45201819A,10,2019,10/1/2019,220 €,44 €,176 €,40 €,Fragrances,FRA4,
45201919,45201919A,10,2019,10/1/2019,255 €,51 €,204 €,66 €,Accessories,ACC1,
45202019,45202019A,10,2019,10/1/2019,492 €,98 €,394 €,138 €,Sandals,SAN7,
45202119,45202119A,10,2019,10/1/2019,168 €,34 €,134 €,60 €,Sneakers,SNE5,
45202219,45202219A,10,2019,10/1/2019,345 €,69 €,276 €,107 €,Apparel,APP2,
45202319,45202319A,10,2019,10/1/2019,144 €,29 €,115 €,66 €,Small leather goods,SMA3,
45202419,45202419A,10,2019,10/1/2019,172 €,34 €,138 €,65 €,Small leather goods,SMA2,
45202519,45202519A,10,2019,10/1/2019,210 €,42 €,168 €,38 €,Fragrances,FRA2,
45202619,45202619A,10,2019,10/1/2019,240 €,48 €,192 €,43 €,Fragrances,FRA5,
45202719,45202719A,9,2019,9/1/2019,205 €,0 €,205 €,37 €,Fragrances,FRA3,
45202819,45202819A,9,2019,9/1/2019,258 €,0 €,258 €,72 €,Accessories,ACC2,
45202919,45202919A,9,2019,9/1/2019,258 €,0 €,258 €,72 €,Accessories,ACC2,
45203019,45203019A,9,2019,9/1/2019,367 €,0 €,367 €,110 €,Sneakers,SNE11,
45203119,45203119A,9,2019,9/1/2019,345 €,0 €,345 €,107 €,Apparel,APP2,
45203219,45203219A,9,2019,9/1/2019,144 €,0 €,144 €,66 €,Small leather goods,SMA3,
45203319,45203319A,9,2019,9/1/2019,172 €,0 €,172 €,65 €,Small leather goods,SMA2,
45203419,45203419A,9,2019,9/1/2019,210 €,0 €,210 €,38 €,Fragrances,FRA2,
45203619,45203619A,9,2019,9/1/2019,210 €,0 €,210 €,38 €,Fragrances,FRA2,
45203719,45203719A,9,2019,9/1/2019,240 €,0 €,240 €,43 €,Fragrances,FRA5,
45203819,45203819A,9,2019,9/1/2019,255 €,0 €,255 €,66 €,Accessories,ACC1,
45203919,45203919A,9,2019,9/1/2019,327 €,0 €,327 €,95 €,Accessories,ACC3,
45204019,45204019A,9,2019,9/1/2019,261 €,0 €,261 €,78 €,Sneakers,SNE15,
45204119,45204119A,9,2019,9/1/2019,345 €,0 €,345 €,107 €,Apparel,APP2,
45204219,45204219A,9,2019,9/1/2019,172 €,0 €,172 €,65 €,Small leather goods,SMA2,
45204319,45204319A,9,2019,9/1/2019,210 €,0 €,210 €,38 €,Fragrances,FRA2,
45204519,45204519A,9,2019,9/1/2019,192 €,0 €,192 €,35 €,Fragrances,FRA1,
45204619,45204619A,9,2019,9/1/2019,220 €,0 €,220 €,40 €,Fragrances,FRA4,
45204719,45204719A,9,2019,9/1/2019,327 €,0 €,327 €,95 €,Accessories,ACC3,
45204819,45204819A,9,2019,9/1/2019,258 €,0 €,258 €,72 €,Accessories,ACC2,
45204919,45204919A,9,2019,9/1/2019,992 €,0 €,992 €,278 €,Mini bags,MIN1,
45205019,45205019A,9,2019,9/1/2019,447 €,0 €,447 €,156 €,Apparel,APP3,
45205119,45205119A,8,2019,8/1/2019,144 €,0 €,144 €,66 €,Small leather goods,SMA3,
45205219,45205219A,8,2019,8/1/2019,210 €,0 €,210 €,38 €,Fragrances,FRA2,
45205319,45205319A,8,2019,8/1/2019,205 €,0 €,205 €,37 €,Fragrances,FRA3,
45205419,45205419A,8,2019,8/1/2019,205 €,0 €,205 €,37 €,Fragrances,FRA3,
45205519,45205519A,8,2019,8/1/2019,313 €,0 €,313 €,94 €,Accessories,ACC4,
45205619,45205619A,8,2019,8/1/2019,327 €,0 €,327 €,95 €,Accessories,ACC3,
45205719,45205719A,8,2019,8/1/2019,255 €,0 €,255 €,66 €,Accessories,ACC1,
45205819,45205819A,8,2019,8/1/2019,"1,086 €",0 €,"1,086 €",293 €,Mini bags,MIN4,
45205919,45205919A,8,2019,8/1/2019,474 €,0 €,474 €,175 €,Mini bags,MIN9,
45206019,45206019A,8,2019,8/1/2019,447 €,0 €,447 €,156 €,Apparel,APP3,
45206119,45206119A,8,2019,8/1/2019,168 €,0 €,168 €,76 €,Small leather goods,SMA1,
45206219,45206219A,8,2019,8/1/2019,210 €,0 €,210 €,38 €,Fragrances,FRA2,
45206319,45206319A,8,2019,8/1/2019,205 €,0 €,205 €,37 €,Fragrances,FRA3,
45206419,45206419A,8,2019,8/1/2019,255 €,0 €,255 €,66 €,Accessories,ACC1,
45206519,45206519A,8,2019,8/1/2019,258 €,0 €,258 €,72 €,Accessories,ACC2,
45206619,45206619A,8,2019,8/1/2019,327 €,0 €,327 €,95 €,Accessories,ACC3,
45206719,45206719A,8,2019,8/1/2019,992 €,0 €,992 €,278 €,Mini bags,MIN1,
45206819,45206819A,8,2019,8/1/2019,889 €,0 €,889 €,222 €,Mini bags,MIN2,
45206919,45206919A,8,2019,8/1/2019,"1,491 €",0 €,"1,491 €",507 €,Bags,BAG2,
45207019,45207019A,8,2019,8/1/2019,383 €,0 €,383 €,123 €,Apparel,APP1,
45207119,45207119A,8,2019,8/1/2019,168 €,0 €,168 €,76 €,Small leather goods,SMA1,
45207219,45207219A,8,2019,8/1/2019,205 €,0 €,205 €,37 €,Fragrances,FRA3,
45207319,45207319A,8,2019,8/1/2019,258 €,0 €,258 €,72 €,Accessories,ACC2,
45207419,45207419A,8,2019,8/1/2019,255 €,0 €,255 €,66 €,Accessories,ACC1,
45207519,45207519A,8,2019,8/1/2019,327 €,0 €,327 €,95 €,Accessories,ACC3,
45207619,45207619A,8,2019,8/1/2019,889 €,0 €,889 €,222 €,Mini bags,MIN2,
45207719,45207719A,8,2019,8/1/2019,889 €,0 €,889 €,222 €,Mini bags,MIN2,
45207819,45207819A,8,2019,8/1/2019,948 €,0 €,948 €,303 €,Bags,BAG4,
45207919,45207919A,8,2019,8/1/2019,948 €,0 €,948 €,303 €,Bags,BAG4,
45208019,45208019A,8,2019,8/1/2019,168 €,0 €,168 €,76 €,Small leather goods,SMA1,
45208119,45208119A,8,2019,8/1/2019,240 €,0 €,240 €,43 €,Fragrances,FRA5,
45208219,45208219A,8,2019,8/1/2019,313 €,0 €,313 €,94 €,Accessories,ACC4,
45504919,45504919A,8,2019,8/1/2019,255 €,0 €,255 €,66 €,Accessories,ACC1,
99040119,99040119A,8,2019,8/1/2019,210 €,0 €,210 €,38 €,Fragrances,FRA2,
99040219,99040219A,8,2019,8/1/2019,255 €,0 €,255 €,66 €,Accessories,ACC1,
99040319,99040319A,8,2019,8/1/2019,805 €,0 €,805 €,250 €,Mini bags,MIN7,
99040419,99040419A,8,2019,8/1/2019,948 €,0 €,948 €,303 €,Bags,BAG4,
99040519,99040519A,8,2019,8/1/2019,"1,576 €",0 €,"1,576 €",520 €,Bags,BAG3,
99040719,99040719A,8,2019,8/1/2019,"1,576 €",0 €,"1,576 €",520 €,Bags,BAG3,
99040819,99040819A,8,2019,8/1/2019,"1,576 €",0 €,"1,576 €",520 €,Bags,BAG3,
99040919,99040919A,8,2019,8/1/2019,579 €,0 €,579 €,168 €,Boots,BOO1,
99055819,99055819A,8,2019,8/1/2019,554 €,0 €,554 €,233 €,Boots,BOO9,
99056719,99056719A,8,2019,8/1/2019,579 €,0 €,579 €,168 €,Boots,BOO1,
70000019,70000019A,8,2019,8/1/2019,312 €,0 €,312 €,78 €,Shoes,SHO10,
70000119,70000119A,8,2019,8/1/2019,636 €,0 €,636 €,216 €,Boots,BOO3,
70000219,70000219A,8,2019,8/1/2019,523 €,0 €,523 €,157 €,Sandals,SAN6,
70000319,70000319A,8,2019,8/1/2019,293 €,0 €,293 €,91 €,Sneakers,SNE9,
70000419,70000419A,8,2019,8/1/2019,168 €,0 €,168 €,60 €,Sneakers,SNE5,
70000519,70000519A,8,2019,8/1/2019,345 €,0 €,345 €,107 €,Apparel,APP2,
70000619,70000619A,8,2019,8/1/2019,383 €,0 €,383 €,123 €,Apparel,APP1,
70000719,70000719A,8,2019,8/1/2019,447 €,0 €,447 €,156 €,Apparel,APP3,
70000819,70000819A,8,2019,8/1/2019,447 €,0 €,447 €,156 €,Apparel,APP3,
70000919,70000919A,8,2019,8/1/2019,168 €,0 €,168 €,25 €,Small leather goods,SMA4,
70001119,70001119A,8,2019,8/1/2019,510 €,0 €,510 €,163 €,Boots,BOO2,
70001219,70001219A,8,2019,8/1/2019,523 €,0 €,523 €,157 €,Sandals,SAN6,
70001319,70001319A,8,2019,8/1/2019,312 €,0 €,312 €,100 €,Sneakers,SNE1,
70001419,70001419A,8,2019,8/1/2019,447 €,0 €,447 €,156 €,Apparel,APP3,
70001519,70001519A,8,2019,8/1/2019,447 €,0 €,447 €,156 €,Apparel,APP3,
70001619,70001619A,8,2019,8/1/2019,447 €,0 €,447 €,156 €,Apparel,APP3,
70001719,70001719A,8,2019,8/1/2019,447 €,0 €,447 €,156 €,Apparel,APP3,
70001819,70001819A,8,2019,8/1/2019,144 €,0 €,144 €,66 €,Small leather goods,SMA3,
70001919,70001919A,8,2019,8/1/2019,168 €,0 €,168 €,76 €,Small leather goods,SMA1,
70002019,70002019A,8,2019,8/1/2019,636 €,0 €,636 €,216 €,Boots,BOO3,
70010119,70010119A,8,2019,8/1/2019,539 €,0 €,539 €,156 €,Sandals,SAN2,
70010419,70010419A,8,2019,8/1/2019,317 €,0 €,317 €,98 €,Sneakers,SNE13,
70010519,70010519A,8,2019,8/1/2019,180 €,0 €,180 €,61 €,Sneakers,SNE3,
70011219,70011219A,8,2019,8/1/2019,447 €,0 €,447 €,156 €,Apparel,APP3,
70011319,70011319A,8,2019,8/1/2019,383 €,0 €,383 €,123 €,Apparel,APP1,
70011419,70011419A,8,2019,8/1/2019,345 €,0 €,345 €,107 €,Apparel,APP2,
70020119,70020119A,8,2019,8/1/2019,447 €,0 €,447 €,156 €,Apparel,APP3,
70020219,70020219A,8,2019,8/1/2019,345 €,0 €,345 €,107 €,Apparel,APP2,
70020319,70020319A,8,2019,8/1/2019,345 €,0 €,345 €,107 €,Apparel,APP2,
70020419,70020419A,8,2019,8/1/2019,383 €,0 €,383 €,123 €,Apparel,APP1,
70020519,70020519A,8,2019,8/1/2019,383 €,0 €,383 €,123 €,Apparel,APP1,
70020619,70020619A,8,2019,8/1/2019,447 €,0 €,447 €,156 €,Apparel,APP3,
70020719,70020719A,8,2019,8/1/2019,144 €,0 €,144 €,66 €,Small leather goods,SMA3,
70020819,70020819A,8,2019,8/1/2019,168 €,0 €,168 €,76 €,Small leather goods,SMA1,
70020919,70020919A,8,2019,8/1/2019,210 €,0 €,210 €,38 €,Fragrances,FRA2,
70021019,70021019A,8,2019,8/1/2019,539 €,0 €,539 €,156 €,Sandals,SAN2,
70030119,70030119A,8,2019,8/1/2019,187 €,0 €,187 €,60 €,Sneakers,SNE2,
70030219,70030219A,8,2019,8/1/2019,447 €,0 €,447 €,156 €,Apparel,APP3,
70030319,70030319A,8,2019,8/1/2019,447 €,0 €,447 €,156 €,Apparel,APP3,
70030419,70030419A,8,2019,8/1/2019,345 €,0 €,345 €,107 €,Apparel,APP2,
70030519,70030519A,8,2019,8/1/2019,383 €,0 €,383 €,123 €,Apparel,APP1,
70030619,70030619A,8,2019,8/1/2019,144 €,0 €,144 €,66 €,Small leather goods,SMA3,
70030719,70030719A,8,2019,8/1/2019,168 €,0 €,168 €,25 €,Small leather goods,SMA4,
70030819,70030819A,8,2019,8/1/2019,210 €,0 €,210 €,38 €,Fragrances,FRA2,
70030919,70030919A,8,2019,8/1/2019,210 €,0 €,210 €,38 €,Fragrances,FRA2,
70031019,70031019A,8,2019,8/1/2019,592 €,0 €,592 €,166 €,Sandals,SAN1,
70031119,70031119A,8,2019,8/1/2019,284 €,0 €,284 €,77 €,Sneakers,SNE14,
70031219,70031219A,8,2019,8/1/2019,447 €,0 €,447 €,156 €,Apparel,APP3,
70031719,70031719A,8,2019,8/1/2019,345 €,0 €,345 €,107 €,Apparel,APP2,
70041819,70041819A,8,2019,8/1/2019,172 €,0 €,172 €,65 €,Small leather goods,SMA2,
70041919,70041919A,8,2019,8/1/2019,210 €,0 €,210 €,38 €,Fragrances,FRA2,
42010119,42010119A,8,2019,8/1/2019,510 €,0 €,510 €,163 €,Boots,BOO2,
42010219,42010219A,8,2019,8/1/2019,538 €,0 €,538 €,129 €,Sandals,SAN11,
42010319,42010319A,8,2019,8/1/2019,187 €,0 €,187 €,60 €,Sneakers,SNE2,
42010419,42010419A,8,2019,8/1/2019,293 €,0 €,293 €,91 €,Sneakers,SNE9,
42010519,42010519A,8,2019,8/1/2019,383 €,0 €,383 €,123 €,Apparel,APP1,
21000119,21000119A,8,2019,8/1/2019,436 €,0 €,436 €,122 €,Shoes,SHO8,
21000219,21000219A,8,2019,8/1/2019,510 €,0 €,510 €,163 €,Boots,BOO2,
21000319,21000319A,8,2019,8/1/2019,538 €,0 €,538 €,129 €,Sandals,SAN11,
21000419,21000419A,8,2019,8/1/2019,492 €,0 €,492 €,138 €,Sandals,SAN7,
21001119,21001119A,8,2019,8/1/2019,538 €,0 €,538 €,129 €,Sandals,SAN11,
21001219,21001219A,8,2019,8/1/2019,540 €,0 €,540 €,167 €,Sandals,SAN3,
21001319,21001319A,8,2019,8/1/2019,538 €,0 €,538 €,129 €,Sandals,SAN11,
21001419,21001419A,8,2019,8/1/2019,440 €,0 €,440 €,136 €,Sandals,SAN5,
21001519,21001519A,8,2019,8/1/2019,440 €,0 €,440 €,136 €,Sandals,SAN5,
21001619,21001619A,8,2019,8/1/2019,283 €,0 €,283 €,82 €,Sneakers,SNE12,
21001719,21001719A,8,2019,8/1/2019,336 €,0 €,336 €,121 €,Sneakers,SNE8,
21001819,21001819A,8,2019,8/1/2019,345 €,0 €,345 €,107 €,Apparel,APP2,
21001919,21001919A,8,2019,8/1/2019,383 €,0 €,383 €,123 €,Apparel,APP1,
21002019,21002019A,8,2019,8/1/2019,594 €,0 €,594 €,149 €,Shoes,SHO2,
21003019,21003019A,8,2019,8/1/2019,636 €,0 €,636 €,216 €,Boots,BOO3,
21003119,21003119A,8,2019,8/1/2019,506 €,0 €,506 €,147 €,Sandals,SAN12,
21003219,21003219A,8,2019,8/1/2019,440 €,0 €,440 €,136 €,Sandals,SAN5,
21003319,21003319A,8,2019,8/1/2019,523 €,0 €,523 €,157 €,Sandals,SAN6,
21003419,21003419A,8,2019,8/1/2019,295 €,0 €,295 €,97 €,Sneakers,SNE7,
21004019,21004019A,8,2019,8/1/2019,436 €,0 €,436 €,126 €,Shoes,SHO9,
21005019,21005019A,8,2019,8/1/2019,636 €,0 €,636 €,216 €,Boots,BOO3,
21005119,21005119A,8,2019,8/1/2019,478 €,0 €,478 €,120 €,Sandals,SAN8,
21005219,21005219A,8,2019,8/1/2019,283 €,0 €,283 €,82 €,Sneakers,SNE12,
21005319,21005319A,8,2019,8/1/2019,367 €,0 €,367 €,110 €,Sneakers,SNE11,
21005419,21005419A,8,2019,8/1/2019,345 €,0 €,345 €,107 €,Apparel,APP2,
21005519,21005519A,8,2019,8/1/2019,383 €,0 €,383 €,123 €,Apparel,APP1,
21006019,21006019A,8,2019,8/1/2019,636 €,0 €,636 €,216 €,Boots,BOO3,
21006119,21006119A,8,2019,8/1/2019,539 €,0 €,539 €,156 €,Sandals,SAN2,
21006219,21006219A,8,2019,8/1/2019,312 €,0 €,312 €,100 €,Sneakers,SNE1,
21006319,21006319A,8,2019,8/1/2019,447 €,0 €,447 €,156 €,Apparel,APP3,
21006419,21006419A,8,2019,8/1/2019,345 €,0 €,345 €,107 €,Apparel,APP2,
21006519,21006519A,8,2019,8/1/2019,447 €,0 €,447 €,156 €,Apparel,APP3,
21007119,21007119A,7,2019,7/1/2019,507 €,0 €,507 €,137 €,Sandals,SAN9,
21007219,21007219A,7,2019,7/1/2019,336 €,0 €,336 €,121 €,Sneakers,SNE8,
21007319,21007319A,7,2019,7/1/2019,447 €,0 €,447 €,156 €,Apparel,APP3,
21007419,21007419A,7,2019,7/1/2019,447 €,0 €,447 €,156 €,Apparel,APP3,
21008119,21008119A,7,2019,7/1/2019,523 €,0 €,523 €,157 €,Sandals,SAN6,
21008219,21008219A,7,2019,7/1/2019,187 €,0 €,187 €,60 €,Sneakers,SNE2,
21008319,21008319A,7,2019,7/1/2019,345 €,0 €,345 €,107 €,Apparel,APP2,
21008419,21008419A,7,2019,7/1/2019,345 €,0 €,345 €,107 €,Apparel,APP2,
21008519,21008519A,7,2019,7/1/2019,144 €,0 €,144 €,66 €,Small leather goods,SMA3,
21008619,21008619A,7,2019,7/1/2019,172 €,0 €,172 €,65 €,Small leather goods,SMA2,
21008719,21008719A,7,2019,7/1/2019,192 €,0 €,192 €,35 €,Fragrances,FRA1,
21008819,21008819A,7,2019,7/1/2019,210 €,0 €,210 €,38 €,Fragrances,FRA2,
21008919,21008919A,7,2019,7/1/2019,210 €,0 €,210 €,38 €,Fragrances,FRA2,
21009019,21009019A,7,2019,7/1/2019,488 €,0 €,488 €,156 €,Sandals,SAN4,
21009119,21009119A,7,2019,7/1/2019,283 €,0 €,283 €,82 €,Sneakers,SNE12,
21009219,21009219A,7,2019,7/1/2019,447 €,0 €,447 €,156 €,Apparel,APP3,
21009319,21009319A,7,2019,7/1/2019,383 €,0 €,383 €,123 €,Apparel,APP1,
21009419,21009419A,7,2019,7/1/2019,168 €,0 €,168 €,76 €,Small leather goods,SMA1,
21009519,21009519A,7,2019,7/1/2019,144 €,0 €,144 €,66 €,Small leather goods,SMA3,
21009619,21009619A,7,2019,7/1/2019,192 €,0 €,192 €,35 €,Fragrances,FRA1,
49010119,49010119A,7,2019,7/1/2019,332 €,0 €,332 €,100 €,Sneakers,SNE16,
49010219,49010219A,7,2019,7/1/2019,383 €,0 €,383 €,123 €,Apparel,APP1,
49010319,49010319A,7,2019,7/1/2019,172 €,0 €,172 €,65 €,Small leather goods,SMA2,
49010419,49010419A,7,2019,7/1/2019,240 €,0 €,240 €,43 €,Fragrances,FRA5,
