Consumer ID,Gender,Country,Age Range,Month,Year,Marketing optin,Status,Number of orders,New active,New repeaters,Consumer LTV
62031319,F,Italy,18-24,11,2019,0,Active,2,0,1,312
62031419,F,Italy,18-24,11,2019,1,Active,2,0,1,340
62031519,F,Italy,18-24,11,2019,0,Active,2,0,1,450
62031619,F,Italy,18-24,11,2019,0,Active,2,0,1,445
62031719,F,Italy,18-24,11,2019,1,Active,2,0,1,425
62031819,F,Italy,18-24,11,2019,0,Active,2,0,1,510
62031919,F,Italy,18-24,11,2019,1,Active,2,0,1,585
62032019,F,Italy,18-24,11,2019,0,Active,1,1,0,538
62032119,F,Italy,18-24,11,2019,1,Active,5,0,1,1203
62032219,F,Italy,18-24,11,2019,0,Active,1,1,0,144
62032319,F,Italy,18-24,11,2019,1,Active,3,0,1,546
62032419,F,Italy,18-24,11,2019,0,Active,4,0,1,845
62032519,F,Italy,18-24,11,2019,0,Active,2,0,1,450
62032619,F,Italy,18-24,11,2019,0,Active,4,0,1,994
62032719,F,Italy,18-24,11,2019,1,Active,1,1,0,255
62032819,F,Italy,18-24,11,2019,0,Active,6,0,1,1724
62032919,F,Italy,18-24,11,2019,0,Active,1,1,0,313
62033019,F,Italy,18-24,11,2019,0,Active,1,1,0,267
62033119,F,Italy,18-24,11,2019,0,Active,2,0,1,489
62033219,F,Italy,18-24,11,2019,0,Active,1,1,0,168
62033319,F,Italy,18-24,11,2019,1,Active,1,1,0,172
62033419,F,Italy,18-24,11,2019,0,Active,1,1,0,220
62033519,F,Italy,18-24,11,2019,1,Active,2,0,1,460
62033619,F,Italy,18-24,11,2019,0,Active,1,1,0,258
62033719,F,Italy,18-24,11,2019,1,Active,1,1,0,313
62033819,F,Italy,18-24,11,2019,1,Active,1,1,0,258
62033919,F,Italy,18-24,11,2019,0,Active,1,1,0,255
62034019,F,Italy,35-39,11,2019,1,Active,2,0,1,573
62034119,F,Italy,30-34,11,2019,0,Active,1,1,0,168
62034219,F,Italy,25-29,11,2019,0,Active,3,0,1,594
62034319,F,Italy,25-29,11,2019,0,Active,1,1,0,220
62034419,F,Italy,30-34,11,2019,0,Active,3,0,1,705
62034519,F,Italy,18-24,11,2019,1,Active,1,1,0,255
62034619,F,Italy,25-29,11,2019,0,Active,3,0,1,843
62034719,F,Italy,30-34,11,2019,1,Active,1,1,0,313
62034819,F,Italy,30-34,11,2019,0,Active,5,0,1,3587
62034919,F,Italy,30-34,11,2019,1,Active,1,1,0,992
62035019,F,Italy,35-39,11,2019,1,Active,1,1,0,447
62035119,F,Italy,18-24,11,2019,0,Active,4,0,1,809
62035219,F,Italy,30-34,11,2019,0,Active,1,1,0,210
62035319,F,Italy,35-39,11,2019,1,Active,1,1,0,205
62035419,F,Italy,18-24,11,2019,0,Active,2,0,1,518
62035519,F,Italy,18-24,11,2019,1,Active,1,1,0,327
62035619,F,Italy,18-24,11,2019,1,Active,1,1,0,255
62035719,F,Italy,35-39,11,2019,1,Active,2,0,1,1118
62035819,F,Italy,35-39,11,2019,0,Active,2,0,1,1694
62035919,F,Italy,18-24,11,2019,1,Active,2,0,1,2439
62036019,F,Italy,30-34,11,2019,0,Active,1,1,0,447
62036119,F,Italy,18-24,11,2019,1,Active,3,0,1,541
62036219,F,Italy,18-24,11,2019,1,Active,1,1,0,220
62036319,F,Italy,35-39,11,2019,0,Active,1,1,0,240
62036419,F,Italy,30-34,11,2019,0,Active,1,1,0,258
62036619,F,Italy,18-24,11,2019,0,Active,1,1,0,327
62036819,F,Italy,25-29,11,2019,1,Active,1,1,0,327
62036919,F,Italy,30-34,11,2019,0,Active,1,1,0,990
62037219,F,Italy,30-34,11,2019,0,Active,1,1,0,144
62037319,F,Italy,18-24,11,2019,1,Active,1,1,0,205
62037419,F,Italy,30-34,11,2019,1,Active,1,1,0,255
62037519,F,Italy,30-34,11,2019,0,Active,1,1,0,327
62037619,F,Italy,18-24,11,2019,0,Active,1,1,0,1086
62037719,F,Italy,25-29,11,2019,0,Active,1,1,0,474
62037819,F,Italy,40+,11,2019,0,Active,1,1,0,1491
62037919,F,Italy,18-24,11,2019,1,Active,1,1,0,1101
62038219,F,Italy,35-39,11,2019,0,Active,1,1,0,168
62040119,F,Italy,18-24,11,2019,1,Active,1,1,0,478
62040219,F,Italy,25-29,11,2019,0,Active,1,1,0,336
62040319,F,Italy,25-29,11,2019,0,Active,1,1,0,383
62040419,F,Italy,40+,10,2019,0,Active,1,1,0,172
62040519,F,Italy,18-24,10,2019,0,Active,1,1,0,168
62040619,F,Italy,18-24,10,2019,0,Active,1,1,0,220
62040719,F,Italy,25-29,10,2019,1,Active,1,1,0,220
62040819,F,Italy,30-34,10,2019,1,Active,1,1,0,220
62040919,F,Italy,30-34,10,2019,0,Active,1,1,0,313
62041019,F,Italy,25-29,10,2019,0,Active,1,1,0,592
62041119,F,Italy,35-39,10,2019,0,Active,1,1,0,283
62041319,F,Italy,25-29,10,2019,0,Active,1,1,0,383
62041419,F,Italy,30-34,10,2019,0,Active,1,1,0,168
62041519,F,Italy,35-39,10,2019,0,Active,1,1,0,192
62041619,F,Italy,35-39,10,2019,0,Active,1,1,0,192
62041719,F,Italy,25-29,10,2019,1,Active,1,1,0,210
62041819,F,Italy,18-24,10,2019,0,Active,1,1,0,255
62041919,F,Italy,35-39,10,2019,1,Active,1,1,0,313
62042019,F,Italy,35-39,10,2019,1,Active,1,1,0,317
62042119,F,Italy,35-39,10,2019,0,Active,1,1,0,383
62042319,F,Italy,35-39,10,2019,1,Active,1,1,0,172
62042519,F,Italy,35-39,10,2019,0,Active,1,1,0,168
62042619,F,Italy,18-24,10,2019,1,Active,1,1,0,220
62042719,F,Italy,18-24,10,2019,1,Active,1,1,0,313
62050119,F,Italy,25-29,10,2019,0,Active,1,1,0,228
62050219,F,Italy,35-39,10,2019,0,Active,1,1,0,383
62050319,F,Italy,18-24,10,2019,1,Active,1,1,0,144
62050419,F,Italy,18-24,10,2019,0,Active,1,1,0,168
62050519,F,Italy,25-29,10,2019,1,Active,1,1,0,220
62050619,F,Italy,30-34,10,2019,0,Active,1,1,0,220
62050819,F,Italy,25-29,10,2019,0,Active,1,1,0,210
62090119,F,Italy,25-29,10,2019,0,Active,1,1,0,447
55010119,F,Italy,25-29,10,2019,0,Active,1,1,0,538
55010219,F,Italy,30-34,10,2019,0,Active,1,1,0,261
55010319,F,Italy,18-24,10,2019,0,Active,1,1,0,383
55010419,F,Italy,18-24,10,2019,0,Active,1,1,0,447
55010519,F,Italy,30-34,10,2019,1,Active,1,1,0,168
55010619,F,Italy,30-34,10,2019,0,Active,1,1,0,168
55010719,F,Italy,35-39,10,2019,0,Active,1,1,0,240
55010819,F,Italy,18-24,10,2019,1,Active,1,1,0,205
55010919,F,Italy,25-29,10,2019,1,Active,1,1,0,192
55011019,F,Italy,30-34,10,2019,0,Active,1,1,0,488
55011119,F,Italy,35-39,10,2019,0,Active,1,1,0,180
55011219,F,Italy,35-39,10,2019,0,Active,1,1,0,283
55011319,F,Italy,18-24,10,2019,0,Active,1,1,0,447
55011419,F,Italy,18-24,10,2019,1,Active,1,1,0,168
55011519,F,Italy,30-34,10,2019,1,Active,1,1,0,172
55011619,F,Italy,35-39,10,2019,1,Active,1,1,0,240
55011719,F,Italy,35-39,10,2019,1,Active,1,1,0,220
55011819,F,Italy,18-24,10,2019,1,Active,1,1,0,192
55011919,F,Italy,30-34,10,2019,0,Active,1,1,0,258
55012019,F,Italy,30-34,10,2019,1,Active,1,1,0,540
55012119,F,Italy,18-24,10,2019,0,Active,1,1,0,228
55012219,F,Italy,35-39,10,2019,0,Active,1,1,0,345
55012319,F,Italy,40+,10,2019,0,Active,1,1,0,172
55012419,F,Italy,18-24,10,2019,1,Active,1,1,0,172
55012519,F,Italy,30-34,10,2019,0,Active,1,1,0,192
55012619,F,Italy,18-24,10,2019,1,Active,1,1,0,205
55012719,F,Italy,25-29,10,2019,1,Active,1,1,0,205
55012819,F,Italy,25-29,10,2019,0,Active,1,1,0,327
55012919,F,Italy,35-39,10,2019,1,Active,1,1,0,313
55013019,F,Italy,40+,10,2019,0,Active,1,1,0,261
55013119,F,Italy,35-39,10,2019,1,Active,1,1,0,383
55013219,F,Italy,18-24,10,2019,1,Active,1,1,0,168
55013319,F,Italy,35-39,10,2019,0,Active,1,1,0,144
55013419,F,Italy,35-39,10,2019,1,Active,1,1,0,220
55013519,F,Italy,18-24,10,2019,1,Active,1,1,0,210
55013619,F,Italy,25-29,10,2019,0,Active,1,1,0,192
55013719,F,Italy,25-29,10,2019,1,Active,1,1,0,327
55013819,F,Italy,30-34,10,2019,0,Active,1,1,0,313
55013919,F,Italy,30-34,10,2019,0,Active,1,1,0,313
55014019,F,Italy,18-24,10,2019,1,Active,1,1,0,336
55014119,F,Italy,30-34,10,2019,1,Active,1,1,0,383
55014219,F,Italy,25-29,10,2019,0,Active,1,1,0,168
55014319,F,Italy,30-34,10,2019,1,Active,1,1,0,210
55014419,F,Italy,35-39,10,2019,0,Active,1,1,0,220
55014519,F,Italy,25-29,10,2019,0,Active,1,1,0,192
55014619,F,Italy,25-29,10,2019,1,Active,1,1,0,327
55014719,F,Italy,30-34,10,2019,1,Active,1,1,0,255
55014819,F,Italy,25-29,10,2019,0,Active,1,1,0,327
55016019,F,Italy,25-29,10,2019,1,Active,1,1,0,447
55016119,F,Italy,30-34,10,2019,0,Active,1,1,0,172
55016219,F,Italy,18-24,10,2019,1,Active,1,1,0,205
55016319,F,Italy,30-34,10,2019,1,Active,1,1,0,205
55016419,F,Italy,30-34,10,2019,0,Active,1,1,0,255
45080119,F,Italy,35-39,10,2019,0,Active,1,1,0,447
45300119,F,Italy,35-39,10,2019,1,Active,1,1,0,488
45500119,F,Italy,40+,10,2019,0,Active,1,1,0,336
45500219,F,Italy,40+,10,2019,1,Active,1,1,0,447
45500319,F,Italy,35-39,10,2019,0,Active,1,1,0,144
45500419,F,Italy,35-39,10,2019,1,Active,1,1,0,220
45500519,F,Italy,18-24,10,2019,1,Active,1,1,0,192
45500619,F,Italy,18-24,10,2019,1,Active,1,1,0,240
45500719,F,Italy,25-29,10,2019,1,Active,1,1,0,313
45500819,F,Italy,30-34,10,2019,0,Active,1,1,0,327
45500919,F,Italy,30-34,10,2019,1,Active,1,1,0,327
45501019,F,Italy,35-39,10,2019,1,Active,1,1,0,336
45501119,F,Italy,18-24,10,2019,1,Active,1,1,0,345
45501219,F,Italy,25-29,10,2019,0,Active,1,1,0,172
45501319,F,Italy,30-34,10,2019,1,Active,1,1,0,240
45501419,F,Italy,40+,10,2019,1,Active,1,1,0,240
45501519,F,Italy,25-29,10,2019,0,Active,1,1,0,220
45501619,F,Italy,30-34,10,2019,0,Active,1,1,0,255
45501719,F,Italy,18-24,10,2019,1,Active,1,1,0,258
45501919,F,Italy,30-34,10,2019,1,Active,1,1,0,313
45502019,F,Italy,18-24,10,2019,1,Active,1,1,0,383
45502119,F,Italy,25-29,10,2019,0,Active,1,1,0,168
45502219,F,Italy,40+,10,2019,1,Active,1,1,0,210
45502319,F,Italy,18-24,10,2019,1,Active,1,1,0,205
45502419,F,Italy,30-34,10,2019,0,Active,1,1,0,210
45502519,F,Italy,35-39,10,2019,0,Active,1,1,0,313
45502619,F,Italy,40+,10,2019,1,Active,1,1,0,258
45502719,F,Italy,18-24,10,2019,1,Active,1,1,0,313
45502819,F,Italy,18-24,10,2019,0,Active,1,1,0,526
45502919,F,Italy,18-24,10,2019,0,Active,1,1,0,951
45503019,F,Italy,40+,10,2019,1,Active,1,1,0,383
45503119,F,Italy,18-24,10,2019,0,Active,1,1,0,172
45503219,F,Italy,25-29,10,2019,1,Active,1,1,0,210
45503319,F,Italy,18-24,10,2019,0,Active,1,1,0,192
45503419,F,Italy,18-24,10,2019,0,Active,1,1,0,313
45503519,F,Italy,25-29,10,2019,0,Active,1,1,0,313
45503619,F,Italy,30-34,10,2019,1,Active,1,1,0,258
45503719,F,Italy,30-34,10,2019,0,Active,1,1,0,474
45503819,F,Italy,35-39,10,2019,1,Active,1,1,0,1086
45503919,F,Italy,18-24,10,2019,1,Active,1,1,0,1101
45504019,F,Italy,35-39,9,2019,1,Lost,1,0,0,345
45504119,F,Italy,30-34,9,2019,0,Lost,1,0,0,168
45504219,F,Italy,40+,9,2019,1,Lost,1,0,0,220
45509819,F,Italy,18-24,9,2019,0,Lost,1,0,0,1576
45509919,F,Italy,18-24,9,2019,0,Lost,1,0,0,636
45010119,F,Italy,25-29,9,2019,0,Lost,1,0,0,488
45010219,F,Italy,35-39,9,2019,1,Lost,1,0,0,228
45010319,F,Italy,18-24,9,2019,1,Lost,1,0,0,447
45010419,F,Italy,40+,9,2019,0,Lost,1,0,0,383
45010519,F,Italy,18-24,9,2019,0,Lost,1,0,0,447
45011119,F,Italy,30-34,9,2019,0,Lost,1,0,0,506
45011219,F,Italy,30-34,9,2019,0,Lost,1,0,0,284
45011319,F,Italy,35-39,9,2019,0,Lost,1,0,0,345
45011419,F,Italy,18-24,9,2019,0,Lost,1,0,0,345
45011519,F,Italy,25-29,9,2019,1,Lost,1,0,0,168
45011619,F,Italy,30-34,9,2019,1,Lost,1,0,0,168
45012019,F,Italy,18-24,9,2019,1,Lost,1,0,0,539
45012119,F,Italy,35-39,9,2019,0,Lost,1,0,0,278
45012219,F,Italy,40+,9,2019,1,Lost,1,0,0,447
45020119,F,Italy,18-24,9,2019,1,Lost,1,0,0,538
45020219,F,Italy,18-24,9,2019,1,Lost,1,0,0,267
45020319,F,Italy,25-29,9,2019,0,Lost,1,0,0,345
45020419,F,Italy,30-34,9,2019,0,Lost,1,0,0,383
45020519,F,Italy,30-34,9,2019,0,Lost,1,0,0,168
45021119,F,Italy,35-39,9,2019,1,Lost,1,0,0,478
45021219,F,Italy,25-29,9,2019,0,Lost,1,0,0,278
45021319,F,Italy,30-34,9,2019,0,Lost,1,0,0,383
45022119,F,Italy,25-29,9,2019,0,Lost,1,0,0,172
45022219,F,Italy,30-34,9,2019,1,Lost,1,0,0,144
45022319,F,Italy,35-39,9,2019,0,Lost,1,0,0,172
45023119,F,Italy,25-29,9,2019,1,Lost,1,0,0,284
45030119,F,Italy,30-34,9,2019,1,Lost,1,0,0,488
45030319,F,Italy,18-24,9,2019,0,Lost,1,0,0,295
45030419,F,Italy,30-34,9,2019,0,Lost,1,0,0,345
45030519,F,Italy,18-24,9,2019,0,Lost,1,0,0,172
45040119,F,Italy,40+,9,2019,0,Lost,1,0,0,283
45040219,F,Italy,18-24,9,2019,1,Lost,1,0,0,383
45040319,F,Italy,25-29,9,2019,0,Lost,1,0,0,144
45040419,F,Italy,40+,9,2019,0,Lost,1,0,0,168
45040819,F,Italy,18-24,9,2019,0,Lost,1,0,0,220
45040919,F,Italy,25-29,9,2019,0,Lost,1,0,0,220
45041019,F,Italy,30-34,9,2019,1,Lost,1,0,0,295
45041119,F,Italy,18-24,9,2019,1,Lost,1,0,0,383
45041219,F,Italy,18-24,9,2019,1,Lost,1,0,0,144
45041319,F,Italy,18-24,9,2019,1,Lost,1,0,0,172
45041419,F,Italy,30-34,9,2019,0,Lost,1,0,0,240
45042119,F,Italy,35-39,9,2019,0,Lost,1,0,0,240
45042219,F,Italy,25-29,9,2019,1,Lost,1,0,0,220
45042319,F,Italy,35-39,9,2019,0,Lost,1,0,0,220
45043119,F,Italy,18-24,9,2019,1,Lost,1,0,0,240
45043219,F,Italy,35-39,9,2019,0,Lost,1,0,0,240
45043319,F,Italy,35-39,9,2019,0,Lost,1,0,0,192
45048819,F,Italy,30-34,9,2019,0,Lost,1,0,0,990
45050119,F,Italy,25-29,9,2019,1,Lost,1,0,0,283
45050219,F,Italy,40+,9,2019,1,Lost,1,0,0,383
45050319,F,Italy,18-24,9,2019,0,Lost,1,0,0,172
45050419,F,Italy,35-39,9,2019,0,Lost,1,0,0,210
45050519,F,Italy,18-24,9,2019,0,Lost,1,0,0,240
45050619,F,Italy,40+,9,2019,0,Lost,1,0,0,192
45050719,F,Italy,30-34,9,2019,1,Lost,1,0,0,255
45060119,F,Italy,18-24,9,2019,1,Lost,1,0,0,383
45060319,F,Italy,30-34,9,2019,0,Lost,1,0,0,168
45060419,F,Italy,35-39,9,2019,1,Lost,1,0,0,220
45060519,F,Italy,30-34,9,2019,0,Lost,1,0,0,210
45070119,F,Italy,25-29,9,2019,1,Lost,1,0,0,345
45070219,F,Italy,35-39,9,2019,1,Lost,1,0,0,172
45070319,F,Italy,30-34,9,2019,0,Lost,1,0,0,205
45070419,F,Italy,18-24,9,2019,1,Lost,1,0,0,205
45070519,F,Italy,35-39,9,2019,0,Lost,1,0,0,255
45070619,F,Italy,40+,9,2019,0,Lost,1,0,0,313
45070719,F,Italy,25-29,9,2019,0,Lost,1,0,0,313
45070819,F,Italy,18-24,9,2019,1,Lost,1,0,0,889
45070919,F,Italy,35-39,9,2019,1,Lost,1,0,0,889
45071019,F,Italy,25-29,9,2019,1,Lost,1,0,0,447
45200119,F,Italy,25-29,9,2019,1,Lost,1,0,0,538
45200219,F,Italy,35-39,10,2019,1,Active,1,1,0,293
45200319,F,Italy,35-39,10,2019,1,Active,1,1,0,383
45200419,F,Italy,18-24,10,2019,1,Active,1,1,0,383
45200519,F,Italy,25-29,10,2019,1,Active,1,1,0,168
45200619,F,Italy,18-24,10,2019,1,Active,1,1,0,168
45200719,F,Italy,18-24,10,2019,1,Active,1,1,0,205
45200819,F,Italy,40+,10,2019,0,Active,1,1,0,240
45200919,F,Italy,18-24,10,2019,0,Active,1,1,0,240
45201019,F,Italy,25-29,10,2019,1,Active,1,1,0,538
45201119,F,Italy,18-24,10,2019,1,Active,1,1,0,317
45201219,F,Italy,30-34,10,2019,0,Active,1,1,0,447
45201319,F,Italy,18-24,10,2019,0,Active,1,1,0,383
45201419,F,Italy,18-24,10,2019,1,Active,1,1,0,168
45201519,F,Italy,18-24,10,2019,1,Active,1,1,0,144
45201619,F,Italy,18-24,10,2019,1,Active,1,1,0,220
45201719,F,Italy,30-34,10,2019,1,Active,1,1,0,210
45201819,F,Italy,30-34,10,2019,1,Active,1,1,0,220
45201919,F,Italy,35-39,10,2019,0,Active,1,1,0,255
45202019,F,Italy,18-24,10,2019,0,Active,1,1,0,492
45202119,F,Italy,25-29,10,2019,0,Active,1,1,0,168
45202219,F,Italy,35-39,10,2019,0,Active,1,1,0,345
45202319,F,Italy,18-24,10,2019,0,Active,1,1,0,144
45202419,F,Italy,18-24,10,2019,0,Active,1,1,0,172
45202519,F,Italy,18-24,10,2019,1,Active,1,1,0,210
45202619,F,Italy,25-29,10,2019,1,Active,1,1,0,240
45202719,F,Italy,30-34,9,2019,0,Lost,1,0,0,205
45202819,F,Italy,40+,9,2019,1,Lost,1,0,0,258
45202919,F,Italy,18-24,9,2019,0,Lost,1,0,0,258
45203019,F,Italy,30-34,9,2019,0,Lost,1,0,0,367
45203119,F,Italy,35-39,9,2019,1,Lost,1,0,0,345
45203219,F,Italy,18-24,9,2019,0,Lost,1,0,0,144
45203319,F,Italy,35-39,9,2019,0,Lost,1,0,0,172
45203419,F,Italy,18-24,9,2019,1,Lost,1,0,0,210
45203619,F,Italy,18-24,9,2019,1,Lost,1,0,0,210
45203719,F,Italy,18-24,9,2019,1,Lost,1,0,0,240
45203819,F,Italy,18-24,9,2019,0,Lost,1,0,0,255
45203919,F,Italy,35-39,9,2019,0,Lost,1,0,0,327
45204019,F,Italy,35-39,9,2019,0,Lost,1,0,0,261
45204119,F,Italy,18-24,9,2019,1,Lost,1,0,0,345
45204219,F,Italy,30-34,9,2019,0,Lost,1,0,0,172
45204319,F,Italy,40+,9,2019,0,Lost,1,0,0,210
45204519,F,Italy,40+,9,2019,1,Lost,1,0,0,192
45204619,F,Italy,18-24,9,2019,1,Lost,1,0,0,220
45204719,F,Italy,18-24,9,2019,1,Lost,1,0,0,327
45204819,F,Italy,18-24,9,2019,0,Lost,1,0,0,258
45204919,F,Italy,25-29,9,2019,1,Lost,1,0,0,992
45205019,F,Italy,25-29,9,2019,1,Lost,1,0,0,447
45205119,F,Italy,35-39,8,2019,0,Lost,1,0,0,144
45205219,F,Italy,18-24,8,2019,0,Lost,1,0,0,210
45205319,F,Italy,25-29,8,2019,1,Lost,1,0,0,205
45205419,F,Italy,30-34,8,2019,1,Lost,1,0,0,205
45205519,F,Italy,35-39,8,2019,1,Lost,1,0,0,313
45205619,F,Italy,18-24,8,2019,1,Lost,1,0,0,327
45205719,F,Italy,18-24,8,2019,1,Lost,1,0,0,255
45205819,F,Italy,18-24,8,2019,0,Lost,1,0,0,1086
45205919,F,Italy,25-29,8,2019,1,Lost,1,0,0,474
45206019,F,Italy,25-29,8,2019,1,Lost,1,0,0,447
45206119,F,Italy,25-29,8,2019,1,Lost,1,0,0,168
45206219,F,Italy,30-34,8,2019,1,Lost,1,0,0,210
45206319,F,Italy,40+,8,2019,0,Lost,1,0,0,205
45206419,F,Italy,18-24,8,2019,1,Lost,1,0,0,255
45206519,F,Italy,18-24,8,2019,1,Lost,1,0,0,258
45206619,F,Italy,18-24,8,2019,1,Lost,1,0,0,327
45206719,F,Italy,25-29,8,2019,1,Lost,1,0,0,992
45206819,F,Italy,40+,8,2019,1,Lost,1,0,0,889
45206919,F,Italy,18-24,8,2019,0,Lost,1,0,0,1491
45207019,F,Italy,40+,8,2019,1,Lost,1,0,0,383
45207119,F,Italy,18-24,8,2019,1,Lost,1,0,0,168
45207219,F,Italy,18-24,8,2019,1,Lost,1,0,0,205
45207319,F,Italy,40+,8,2019,0,Lost,1,0,0,258
45207419,F,Italy,35-39,8,2019,0,Lost,1,0,0,255
45207519,F,Italy,25-29,8,2019,0,Lost,1,0,0,327
45207619,F,Italy,18-24,8,2019,0,Lost,1,0,0,889
45207719,F,Italy,18-24,8,2019,0,Lost,1,0,0,889
45207819,F,Italy,18-24,8,2019,0,Lost,1,0,0,948
45207919,F,Italy,18-24,8,2019,1,Lost,1,0,0,948
45208019,F,Italy,30-34,8,2019,0,Lost,1,0,0,168
45208119,F,Italy,30-34,8,2019,1,Lost,1,0,0,240
45208219,F,Italy,18-24,8,2019,0,Lost,1,0,0,313
45504919,F,Italy,30-34,8,2019,1,Lost,1,0,0,255
99040119,F,Italy,30-34,8,2019,1,Lost,1,0,0,210
99040219,F,Italy,18-24,8,2019,0,Lost,1,0,0,255
99040319,F,Italy,18-24,8,2019,0,Lost,1,0,0,805
99040419,F,Italy,30-34,8,2019,1,Lost,1,0,0,948
99040519,F,Italy,18-24,8,2019,1,Lost,1,0,0,1576
99040719,F,Italy,18-24,8,2019,0,Lost,1,0,0,1576
99040819,F,Italy,18-24,8,2019,1,Lost,1,0,0,1576
99040919,F,Italy,18-24,8,2019,0,Lost,1,0,0,579
99055819,F,Italy,18-24,8,2019,1,Lost,1,0,0,554
99056719,F,Italy,18-24,8,2019,0,Lost,1,0,0,579
70000019,F,Italy,18-24,8,2019,1,Lost,1,0,0,312
70000119,F,Italy,18-24,8,2019,0,Lost,1,0,0,636
70000219,F,Italy,18-24,8,2019,1,Lost,1,0,0,523
70000319,F,Italy,18-24,8,2019,1,Lost,1,0,0,293
70000419,F,Italy,18-24,8,2019,1,Lost,1,0,0,168
70000519,F,Italy,18-24,8,2019,1,Lost,1,0,0,345
70000619,F,Italy,18-24,8,2019,0,Lost,1,0,0,383
70000719,F,Italy,18-24,8,2019,1,Lost,1,0,0,447
70000819,F,Italy,18-24,8,2019,1,Lost,1,0,0,447
70000919,F,Italy,18-24,8,2019,1,Lost,1,0,0,168
70001119,F,Italy,18-24,8,2019,1,Lost,1,0,0,510
70001219,F,Italy,18-24,8,2019,1,Lost,1,0,0,523
70001319,F,Italy,18-24,8,2019,0,Lost,1,0,0,312
70001419,F,Italy,18-24,8,2019,1,Lost,1,0,0,447
70001519,F,Italy,18-24,8,2019,1,Lost,1,0,0,447
70001619,F,Italy,18-24,8,2019,1,Lost,1,0,0,447
70001719,F,Italy,18-24,8,2019,1,Lost,1,0,0,447
70001819,F,Italy,18-24,8,2019,0,Lost,1,0,0,144
70001919,F,Italy,18-24,8,2019,1,Lost,1,0,0,168
70002019,F,Italy,18-24,8,2019,1,Lost,1,0,0,636
70010119,F,Italy,18-24,8,2019,1,Lost,1,0,0,539
70010419,F,Italy,18-24,8,2019,0,Lost,1,0,0,317
70010519,F,Italy,18-24,8,2019,0,Lost,1,0,0,180
70011219,F,Italy,18-24,8,2019,0,Lost,1,0,0,447
70011319,F,Italy,18-24,8,2019,1,Lost,1,0,0,383
70011419,F,Italy,18-24,8,2019,1,Lost,1,0,0,345
70020119,F,Italy,18-24,8,2019,0,Lost,1,0,0,447
70020219,F,Italy,18-24,8,2019,0,Lost,1,0,0,345
70020319,F,Italy,18-24,8,2019,1,Lost,1,0,0,345
70020419,F,Italy,18-24,8,2019,1,Lost,1,0,0,383
70020519,F,Italy,18-24,8,2019,1,Lost,1,0,0,383
70020619,F,Italy,18-24,8,2019,0,Lost,1,0,0,447
70020719,F,Italy,18-24,8,2019,0,Lost,1,0,0,144
70020819,F,Italy,18-24,8,2019,1,Lost,1,0,0,168
70020919,F,Italy,18-24,8,2019,0,Lost,1,0,0,210
70021019,F,Italy,18-24,8,2019,0,Lost,1,0,0,539
70030119,F,Italy,18-24,8,2019,1,Lost,1,0,0,187
70030219,F,Italy,18-24,8,2019,0,Lost,1,0,0,447
70030319,F,Italy,18-24,8,2019,1,Lost,1,0,0,447
70030419,F,Italy,18-24,8,2019,0,Lost,1,0,0,345
70030519,F,Italy,18-24,8,2019,0,Lost,1,0,0,383
70030619,F,Italy,18-24,8,2019,0,Lost,1,0,0,144
70030719,F,Italy,18-24,8,2019,0,Lost,1,0,0,168
70030819,F,Italy,18-24,8,2019,0,Lost,1,0,0,210
70030919,F,Italy,18-24,8,2019,1,Lost,1,0,0,210
70031019,F,Italy,18-24,8,2019,0,Lost,1,0,0,592
70031119,F,Italy,18-24,8,2019,1,Lost,1,0,0,284
70031219,F,Italy,18-24,8,2019,0,Lost,1,0,0,447
70031719,F,Italy,18-24,8,2019,1,Lost,1,0,0,345
70041819,F,Italy,18-24,8,2019,1,Lost,1,0,0,172
70041919,F,Italy,18-24,8,2019,1,Lost,1,0,0,210
42010119,F,Italy,18-24,8,2019,0,Lost,1,0,0,510
42010219,F,Italy,18-24,8,2019,1,Lost,1,0,0,538
42010319,F,Italy,18-24,8,2019,0,Lost,1,0,0,187
42010419,F,Italy,18-24,8,2019,0,Lost,1,0,0,293
42010519,F,Italy,18-24,8,2019,1,Lost,1,0,0,383
21000119,F,Italy,18-24,8,2019,1,Lost,1,0,0,436
21000219,F,Italy,18-24,8,2019,1,Lost,1,0,0,510
21000319,F,Italy,18-24,8,2019,1,Lost,1,0,0,538
21000419,F,Italy,18-24,8,2019,0,Lost,1,0,0,492
21001119,F,Italy,18-24,8,2019,1,Lost,1,0,0,538
21001219,F,Italy,18-24,8,2019,0,Lost,1,0,0,540
21001319,F,Italy,18-24,8,2019,0,Lost,1,0,0,538
21001419,F,Italy,18-24,8,2019,1,Lost,1,0,0,440
21001519,F,Italy,18-24,8,2019,0,Lost,1,0,0,440
21001619,F,Italy,18-24,8,2019,1,Lost,1,0,0,283
21001719,F,Italy,18-24,8,2019,1,Lost,1,0,0,336
21001819,F,Italy,18-24,8,2019,1,Lost,1,0,0,345
21001919,F,Italy,18-24,8,2019,0,Lost,1,0,0,383
21002019,F,Italy,18-24,8,2019,1,Lost,1,0,0,594
21003019,F,Italy,18-24,8,2019,1,Lost,1,0,0,636
21003119,F,Italy,18-24,8,2019,1,Lost,1,0,0,506
21003219,F,Italy,18-24,8,2019,0,Lost,1,0,0,440
21003319,F,Italy,18-24,8,2019,0,Lost,1,0,0,523
21003419,F,Italy,18-24,8,2019,1,Lost,1,0,0,295
